id,name,difficulty,movement_pattern,target_muscles
1352,cable low seated row controlled,3,pull_horizontal,upper back
1353,exercise ball back extension with knees off ground,2,hinge,spine
1354,barbell press sit-up,2,core,abs
1355,dumbbell tricep kickback with stork stance,2,isolation_upper,triceps
1356,incline push-up (on box) - active variation,2,push_horizontal,pectorals
1358,cable side bend,3,core,abs
1359,barbell romanian deadlift,4,hinge,glutes
1360,cable rear delt row (with rope),3,pull_horizontal,delts
1361,cable one arm straight back high row (kneeling),3,pull_horizontal,upper back
1362,band bent-over hip extension,2,hinge,glutes
1363,dumbbell palm rotational bent over row,3,pull_horizontal,upper back
1364,olympic barbell triceps extension,2,isolation_upper,triceps
1365,weighted russian twist (legs up),3,core,abs
1367,push up on bosu ball,2,push_horizontal,pectorals
1368,cable kneeling crunch,2,core,abs
1369,sled 45 degrees one leg press,3,squat,glutes
1370,smith single leg split squat,3,lunge,quads
1371,push and pull bodyweight,2,push_horizontal,pectorals
1372,dumbbell lying one arm pronated triceps extension,2,isolation_upper,triceps
1373,dumbbell seated bent over alternate kickback,2,isolation_upper,triceps
1374,neck side stretch,1,full_body,levator scapulae
1375,dumbbell upright shoulder external rotation,3,push_vertical,delts
1377,suspended abdominal fallout,2,core,abs
1378,cable straight arm pulldown,3,pull_vertical,lats
1379,triceps dip,2,full_body,triceps
1380,close-grip push-up,2,push_horizontal,triceps
1382,circles knee stretch,1,full_body,calves
1383,cable seated rear lateral raise,2,isolation_upper,delts
1384,incline reverse grip push-up,2,push_horizontal,pectorals
1385,dumbbell forward lunge triceps extension,2,lunge,triceps
1388,cable underhand pulldown,3,pull_vertical,lats
1389,slow leg pull in flat bench,2,core,abs
1390,dumbbell around pullover - intensive variation,3,push_horizontal,pectorals
1391,standing behind neck press,3,push_vertical,delts
1393,sissy squat,2,squat,quads
1395,roller body saw,3,core,abs
1480,barbell palms down wrist curl over a bench,2,isolation_upper,forearms
1397,chair leg extended stretch,1,squat,quads
1398,crab twist toe touch,2,core,abs
1399,chest dip (on dip-pull-up cage),4,push_horizontal,pectorals
1400,peroneals stretch,1,full_body,calves
1402,barbell incline shoulder raise,2,full_body,serratus anterior
1403,dumbbell seated bicep curl,2,isolation_upper,biceps
1404,rear deltoid stretch,1,pull_horizontal,delts
1405,standing calves,2,full_body,calves
1407,cable middle fly,2,isolation_upper,pectorals
1408,barbell good morning,4,hinge,hamstrings
1409,dumbbell lateral to front raise,2,isolation_upper,delts
1410,weighted overhead crunch (on stability ball),2,core,abs
1411,hold style dumbbell alternating seated bicep curl on exercise ball,2,isolation_upper,biceps
1412,barbell standing ab rollerout,3,core,abs
1413,barbell reverse curl,2,isolation_upper,biceps
1414,exercise ball on the wall calf raise,2,isolation_lower,calves
1416,clock push-up extreme,2,push_horizontal,pectorals
1417,pike-to-cobra push-up,2,hinge,glutes
1418,dumbbell one arm prone hammer curl - macro variation,2,isolation_upper,biceps
1419,lever seated good morning,4,hinge,glutes
1420,cycle cross trainer,3,full_body,cardiovascular system
1421,standing hamstring and calf stretch with strap,1,hinge,hamstrings
1422,cable standing crunch (with rope attachment),2,core,abs
1423,dumbbell lying rear delt row,3,pull_horizontal,upper back
1425,russian twist,2,core,abs
1426,dumbbell lying supine biceps curl,2,isolation_upper,biceps
1427,dumbbell decline fly,2,isolation_upper,pectorals
1428,dumbbell arnold press,3,push_vertical,delts
1429,resistance band leg extension,2,isolation_lower,quads
1430,push-up (on stability ball),2,push_horizontal,pectorals
1431,smith toe raise,2,full_body,calves
1432,run (equipment),2,full_body,cardiovascular system
1434,ez barbell reverse grip curl,2,isolation_upper,biceps
1435,barbell bench front squat,4,squat,quads
1436,band single leg split squat,3,lunge,quads
1437,cable squat row (with rope attachment) heavy,3,squat,lats
1438,seated side crunch (wall),2,core,abs
1439,barbell reverse wrist curl - prone variation,2,isolation_upper,forearms
1440,rope climb,3,pull_horizontal,upper back
1441,reverse grip pull-up,4,pull_vertical,lats
1443,smith machine decline close grip bench press,2,push_horizontal,triceps
1444,kettlebell one arm military press to the side,3,push_vertical,delts
1445,ez barbell spider curl,2,isolation_upper,biceps
1446,lever preacher curl v. 2,2,isolation_upper,biceps
1448,barbell lying back of the head tricep extension,2,isolation_upper,triceps
1468,dumbbell one arm seated neutral wrist curl,2,isolation_upper,forearms
1469,shoulder grip pull-up,4,pull_vertical,lats
1470,cable one arm curl,2,isolation_upper,biceps
1472,cable rear delt row (stirrups),3,pull_horizontal,delts
1473,assisted prone lying quads stretch,1,squat,quads
1474,smith reverse calf raises,2,isolation_lower,calves
1475,cable standing inner curl,2,isolation_upper,biceps
1476,kettlebell thruster,3,full_body,delts
1477,full planche,5,core,abs
1478,dumbbell fly,2,isolation_upper,pectorals
1479,barbell alternate biceps curl,2,isolation_upper,biceps
1482,dumbbell twisting bench press,3,push_horizontal,triceps
1483,kettlebell goblet squat,3,squat,glutes
1484,barbell rack pull,4,hinge,glutes
1485,cable twisting pull,3,pull_vertical,lats
1486,stalder press,2,full_body,triceps
1487,dumbbell one arm reverse grip press,3,push_horizontal,pectorals
1488,kettlebell seated two arm military press,3,push_vertical,delts
1489,skater hops,2,full_body,cardiovascular system
1491,band push sit-up,2,core,abs
1492,barbell front squat,4,squat,glutes
1493,lever seated leg curl,2,hinge,hamstrings
1494,dumbbell lying one arm press,3,push_horizontal,pectorals
1495,inchworm,2,core,abs
1496,cable thibaudeau kayak row,3,pull_vertical,lats
1497,band fixed back underhand pulldown,3,pull_vertical,lats
1498,cable assisted inverse leg curl,2,hinge,hamstrings
1500,hyperextension,2,hinge,spine
1501,dumbbell one arm french press on exercise ball,3,full_body,triceps
1502,smith machine bicep curl,2,isolation_upper,biceps
1503,dumbbell reverse grip incline bench one arm row,3,pull_horizontal,upper back
1504,smith reverse-grip press,3,push_horizontal,pectorals
1505,hyperextension (on bench),2,hinge,spine
1506,kipping muscle up with triple,5,pull_vertical,lats
1507,vertical leg raise (on parallel bars),2,core,abs
1509,barbell pullover to press,3,pull_vertical,lats
1510,hug keens to chest,2,hinge,glutes
1511,dumbbell seated shoulder press,3,push_vertical,delts
1512,smith wide grip bench press,3,push_horizontal,pectorals
1513,kneeling push-up (male),2,push_horizontal,pectorals
1514,lever reverse grip vertical row,3,pull_horizontal,upper back
1515,barbell jm bench press,3,push_horizontal,triceps
1517,self assisted inverse leg curl (on floor),2,hinge,hamstrings
1519,cable rope incline tricep extension,2,isolation_upper,triceps
1521,v-sit on floor,2,core,abs
1522,dumbbell alternating bicep curl with leg raised on exercise ball,2,core,biceps
1523,smith bent over row,3,pull_horizontal,upper back
1524,cable one arm reverse preacher curl,2,isolation_upper,biceps
1525,elevator,2,pull_horizontal,upper back
1526,lever shrug,3,isolation_upper,traps
1449,weighted russian twist v. 2,3,core,abs
1456,sled 45в° leg press (back pov),3,squat,glutes
1459,hands reversed clasped circular toe touch (male),2,core,glutes
72,barbell lying triceps extension double,2,isolation_upper,triceps
73,stability lever narrow grip seated row,3,pull_horizontal,upper back
75,dumbbell bicep curl lunge with bowling motion,2,lunge,biceps
36,dumbbell standing reverse curl,2,isolation_upper,biceps
1528,one arm against wall,2,pull_vertical,lats
68,dumbbell incline twisted flyes,2,isolation_upper,pectorals
64,dumbbell single leg calf raise,2,isolation_lower,calves
38,dumbbell burpee,2,plyometric,cardiovascular system
44,smith seated one leg calf raise,2,isolation_lower,calves
45,pull up (neutral grip),4,pull_vertical,lats
48,sled 45в° leg press,3,squat,glutes
78,extended style inverted row,2,pull_horizontal,upper back
87,barbell floor calf raise,2,isolation_lower,calves
88,cable overhead triceps extension (rope attachment),2,isolation_upper,triceps
96,dumbbell hammer curl v. 2,2,isolation_upper,biceps
108,cable twisting pull with intensified,3,pull_vertical,lats
111,barbell wide reverse grip bench press horizontal,3,push_horizontal,pectorals
117,cable squatting curl,2,squat,biceps
124,barbell standing close grip curl,2,isolation_upper,biceps
127,sled 45 degrees one leg press pointed,3,squat,glutes
136,band fixed back close grip pulldown,3,pull_vertical,lats
146,squat to overhead reach with twist,2,squat,quads
149,assisted pull-up inclined,4,pull_vertical,lats
157,bodyweight incline side plank,2,core,abs
166,dumbbell incline shoulder raise,2,full_body,serratus anterior
167,dumbbell alternate seated hammer curl,2,isolation_upper,biceps
172,smith standing leg calf raise,2,isolation_lower,calves
174,dumbbell one arm snatch,5,hinge,glutes
177,cable one arm incline press on exercise ball,3,push_horizontal,pectorals
185,dumbbell step up single leg balance with bicep curl,2,isolation_upper,biceps
186,fluid dumbbell step-up lunge,2,lunge,quads
195,chest tap push-up (male),2,push_horizontal,pectorals
197,lever front pulldown,3,pull_vertical,lats
204,dumbbell standing concentration curl,2,isolation_upper,biceps
213,kettlebell alternating press on floor,3,push_horizontal,pectorals
223,dumbbell seated one arm bicep curl on exercise ball with leg raised,2,core,biceps
233,assisted hanging knee raise with throw down,2,core,abs
243,decline crunch,2,core,abs
252,sled lying squat,3,squat,glutes
261,dumbbell pullover,3,push_horizontal,pectorals
262,barbell incline bench press seated,3,push_horizontal,pectorals
270,archer push up,2,push_horizontal,pectorals
279,band y-raise,2,push_vertical,delts
280,dumbbell upright row,3,pull_horizontal,delts
288,flexion leg sit up (bent knee),2,core,abs
290,modified push up to lower arms,2,push_horizontal,forearms
294,squared reverse grip machine lat pulldown,2,pull_vertical,lats
297,twist hip lift,2,hinge,glutes
298,kettlebell one arm snatch,5,full_body,delts
300,dumbbell step-up,2,lunge,glutes
306,exercise ball alternating arm ups with fast,3,pull_vertical,lats
316,cable close grip curl,2,isolation_upper,biceps
323,dumbbell incline one arm press on exercise ball,3,push_horizontal,pectorals
326,dumbbell bent over row,3,pull_horizontal,upper back
336,dumbbell lying external shoulder rotation,3,push_vertical,delts
345,dumbbell cuban press v. 2,3,push_vertical,delts
355,dumbbell one arm reverse wrist curl,2,isolation_upper,forearms
366,standing single leg curl,2,hinge,hamstrings
376,dumbbell kickbacks on exercise ball,2,isolation_upper,triceps
381,dumbbell alternate biceps curl (with arm blaster),2,isolation_upper,biceps
386,bottoms-up,2,core,abs
395,smith hip raise,2,core,abs
396,cable lateral pulldown (with rope attachment),3,pull_vertical,lats
406,lever overhand triceps dip,3,full_body,triceps
415,kettlebell front squat,4,squat,glutes
423,snatch pull,5,squat,quads
425,ez barbell decline close grip face press,3,full_body,triceps
434,lever chest press,3,push_horizontal,pectorals
444,cable straight arm pulldown (with rope),3,pull_vertical,lats
447,cable pushdown (with rope attachment),2,isolation_upper,triceps
454,smith sumo squat,3,squat,glutes
461,high knee against wall,2,full_body,cardiovascular system
463,barbell lying close-grip press,3,full_body,triceps
472,cable one arm bent over row,3,pull_horizontal,upper back
481,cable reverse curl,2,isolation_upper,biceps
482,dumbbell arnold press v. 2,3,push_vertical,delts
491,incline leg hip raise (leg straight),2,core,abs
496,cable bar lateral pulldown,3,pull_vertical,lats
501,barbell bent over row,3,pull_horizontal,upper back
510,barbell thruster,3,full_body,delts
520,cable standing one leg calf raise,2,isolation_lower,calves
532,wide-grip chest dip on high parallel bars - low variation,2,push_horizontal,pectorals
535,cable seated row,3,pull_horizontal,upper back
541,exercise ball on the wall calf raise (tennis ball between ankles),2,isolation_lower,calves
551,band vertical pallof press,3,core,abs
560,barbell single leg deadlift,4,hinge,glutes
569,cable one arm incline press,3,push_horizontal,pectorals
578,smith behind neck press,3,push_vertical,delts
588,curtsey squat,2,squat,glutes
597,self assisted inverse leg curl,2,hinge,hamstrings
600,barbell rollerout from bench,3,core,abs
607,barbell lying triceps extension skull crusher,2,isolation_upper,triceps
616,power point plank,2,core,abs
626,one arm chin-up,4,pull_vertical,lats
633,cable hammer curl (with rope),2,isolation_upper,biceps
636,barbell straight leg deadlift,4,hinge,hamstrings
645,athletic style battling ropes,3,push_vertical,delts
651,suspended abdominal fallout - inclined variation,2,core,abs
655,push-up,2,push_horizontal,pectorals
656,barbell side bent v. 2,3,core,abs
665,ez barbell seated triceps extension,2,isolation_upper,triceps
674,prone medicine ball close grip push up,2,push_horizontal,triceps
683,dumbbell lying on floor rear delt raise,2,pull_horizontal,delts
693,pure chin-up,4,pull_vertical,lats
695,cable reverse preacher curl,2,isolation_upper,biceps
703,barbell close-grip bench press,3,push_horizontal,triceps
712,one arm slam (with medicine ball),3,core,abs
721,lever incline chest press,3,push_horizontal,pectorals
730,cable standing crunch,2,core,abs
739,endurance style one arm dip,2,full_body,triceps
740,elbow-to-knee,2,core,abs
748,dumbbell one arm concentration curl (on stability ball),2,isolation_upper,biceps
752,kettlebell advanced windmill,3,core,abs
757,cable decline one arm press,3,push_horizontal,pectorals
766,push-up to side plank - athletic variation,2,core,abs
775,cable standing hip extension,2,hinge,glutes
777,dumbbell reverse grip row (female) hold,3,pull_horizontal,upper back
783,band straight leg deadlift,4,hinge,spine
784,dumbbell lying supine curl,2,isolation_upper,biceps
785,band stiff leg deadlift,4,hinge,glutes
793,lever reverse grip lateral pulldown,3,pull_vertical,lats
805,dumbbell incline inner biceps curl,2,isolation_upper,biceps
806,dumbbell standing alternate hammer curl and press,2,isolation_upper,biceps
813,kettlebell hang clean,3,hinge,hamstrings
823,barbell decline close grip to skull press,3,full_body,triceps
827,fast band straight leg deadlift,4,hinge,spine
832,dumbbell fly on exercise ball,2,isolation_upper,pectorals
833,lever bent-over row with v-bar,3,pull_horizontal,upper back
841,exercise ball one leg prone lower body rotation,3,hinge,glutes
843,ez barbell close grip preacher curl - precision variation,2,isolation_upper,biceps
844,lever assisted chin-up,4,pull_vertical,lats
852,cable rope extension incline bench row,2,isolation_upper,upper back
862,inverted style smith seated shoulder press,3,push_vertical,delts
871,cable judo flip,3,core,abs
882,dumbbell lunge with bicep curl,2,lunge,biceps
891,push-up (wall) v. 2,2,push_horizontal,pectorals
900,barbell seated behind head military press,3,push_vertical,delts
901,dumbbell reverse grip row (female),3,pull_horizontal,upper back
910,cable rope high pulley overhead tricep extension,2,isolation_upper,triceps
919,dumbbell deadlift,4,hinge,glutes
920,cable concentration curl,2,isolation_upper,biceps
923,lever high row,3,pull_horizontal,upper back
928,improved sphinx,2,full_body,spine
937,kettlebell double windmill,3,core,abs
947,cable pull through (with rope),3,hinge,glutes
952,wall style dumbbell pullover hip extension on exercise ball,2,isolation_upper,pectorals
956,side push neck stretch,1,full_body,levator scapulae
965,dumbbell incline palm-in press,3,push_horizontal,pectorals
966,ez-barbell standing wide grip biceps curl,2,isolation_upper,biceps
967,cable triceps pushdown (v-bar) (with arm blaster),2,isolation_upper,triceps
975,dumbbell standing zottman preacher curl,2,isolation_upper,biceps
985,cable rope hammer preacher curl,2,isolation_upper,biceps
994,band one arm standing low row - lateral variation,3,pull_horizontal,upper back
1003,band kneeling one arm pulldown,3,pull_vertical,lats
1005,cable reverse-grip straight back seated high row,3,pull_horizontal,upper back
1013,dumbbell rotation reverse fly,2,isolation_upper,delts
1016,weighted drop push up,2,push_horizontal,pectorals
1024,cable shoulder press,3,push_vertical,delts
1029,smith one arm row,3,pull_horizontal,upper back
1034,sled hack squat,3,squat,glutes
1043,cable seated wide-grip row,3,pull_horizontal,upper back
1044,barbell revers wrist curl v. 2,2,isolation_upper,forearms
1053,fast style resistance band seated hip abduction,3,core,abductors
1063,barbell preacher curl,2,isolation_upper,biceps
1073,band single leg reverse calf raise,2,isolation_lower,calves
1075,cable pulldown bicep curl,2,isolation_upper,biceps
1082,smith machine reverse decline close grip bench press,2,push_horizontal,pectorals
1084,dumbbell one arm press on exercise ball,3,push_horizontal,pectorals
1092,assisted motion russian twist,3,core,abs
1096,dumbbell decline twist fly,2,isolation_upper,pectorals
1102,smith low bar squat,3,squat,glutes
1106,walking on incline treadmill,3,full_body,cardiovascular system
1111,assisted seated pectoralis major stretch with stability ball,1,push_horizontal,pectorals
1121,dumbbell standing around world,3,push_vertical,delts
1124,arms apart circular toe touch (male),2,core,glutes
1128,dumbbell close-grip press,3,full_body,triceps
1130,cable seated one arm concentration curl,2,isolation_upper,biceps
1179,squat on bosu ball,3,squat,quads
1134,kettlebell one arm jerk,3,push_vertical,delts
1141,dumbbell one arm seated bicep curl on exercise ball,2,isolation_upper,biceps
1146,barbell clean and press,3,squat,quads
1150,dumbbell incline one arm press on exercise ball modified,3,push_horizontal,pectorals
1154,dumbbell hammer curl,2,isolation_upper,biceps
1160,diamond push-up,2,push_horizontal,triceps
1170,dumbbell standing alternate raise,2,push_vertical,delts
1172,cable standing one arm triceps extension,2,isolation_upper,triceps
1190,reverse plank with leg lift,2,core,abs
1192,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),2,isolation_upper,triceps
1200,smith bench press,3,push_horizontal,pectorals
1209,low glute bridge on floor,2,hinge,glutes
1210,sled one leg calf press on leg press,3,squat,calves
1218,cable one arm pulldown,3,pull_vertical,lats
1225,smith deadlift,4,hinge,glutes
1228,assisted lying leg raise with lateral throw down,2,core,abs
1308,barbell one arm floor press,3,full_body,triceps
1239,barbell prone incline curl with intensive,2,isolation_upper,biceps
1244,dumbbell seated one leg calf raise - hammer grip deep,2,isolation_lower,calves
1249,scapular pull-up,4,pull_vertical,traps
1259,dumbbell lunge with firm,3,lunge,glutes
1269,kick out sit,2,hinge,hamstrings
1279,cable incline bench press,3,push_horizontal,pectorals
1284,dumbbell standing inner biceps curl v. 2,2,isolation_upper,biceps
1289,close grip chin-up,4,pull_vertical,lats
1299,dumbbell seated one arm kickback,2,isolation_upper,triceps
1313,dumbbell seated one leg calf raise - palm up,2,isolation_lower,calves
1317,kettlebell one arm clean and jerk,5,full_body,delts
1318,band squat row,3,squat,glutes
1328,barbell bench squat,3,squat,quads
1336,cable overhead curl,2,isolation_upper,biceps
1338,cable one arm lateral raise,2,isolation_upper,delts
1344,dumbbell seated biceps curl (on stability ball),2,isolation_upper,biceps
1348,dumbbell incline hammer press on exercise ball,3,full_body,triceps
1357,side push-up,2,push_horizontal,triceps
1366,exercise ball back extension with rotation,2,hinge,spine
1376,lever bent over row,3,pull_horizontal,upper back
1381,dumbbell side plank with rear fly,2,core,upper back
1387,bodyweight standing one arm row,2,pull_horizontal,upper back
1392,sled forward angled calf raise,2,isolation_lower,calves
1394,dumbbell step up single leg balance with bicep curl - chair variation,2,isolation_upper,biceps
1396,resistance band seated biceps curl,2,isolation_upper,biceps
1401,barbell one arm snatch,5,full_body,delts
1406,lever seated reverse fly (parallel grip),2,isolation_upper,delts
1415,handstand,2,full_body,triceps
1424,smith seated shoulder press,3,push_vertical,delts
1433,dumbbell zottman preacher curl,2,isolation_upper,biceps
1442,cable incline bench row,3,pull_horizontal,upper back
1447,dumbbell one arm lateral raise with support,2,isolation_upper,delts
1471,exercise ball lower back stretch (pyramid),1,pull_vertical,lats
1481,overhead triceps stretch,1,full_body,triceps
1490,cable standing rear delt row (with rope),3,pull_horizontal,delts
1499,band assisted wheel rollerout,3,core,abs
1508,lever seated crunch (chest pad),2,core,abs
1516,cable high row (kneeling),3,pull_horizontal,upper back
1518,band alternating v-up,3,core,abs
1520,smith hack squat,3,squat,glutes
1527,dumbbell lying one arm supinated triceps extension,2,isolation_upper,triceps
